pl_name,discoverymethod,disc_facility,pl_rade,pl_eqt,st_teff
"HD 189733 b","Radial Velocity","Haute-Provence Observatory",12.77826000,1200.00,5023.00
"KELT-9 b","Transit","KELT-North",20.34024214,3446.02,9435.00
"HAT-P-5 b","Transit","HATNet",14.03364384,1517.00,
"L 98-59 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.35800000,524.00,3415.00
"HAT-P-5 b","Transit","HATNet",14.05608600,1539.00,5960.00
"HAT-P-5 b","Transit","HATNet",13.94326447,1377.40,5833.00
"WASP-7 b","Transit","SuperWASP",14.90797000,1487.00,6400.00
"WASP-8 b","Transit","SuperWASP",12.73930000,1059.00,5600.00
"WASP-8 b","Transit","SuperWASP",11.20000000,950.00,5600.00
"WASP-10 b","Transit","SuperWASP",12.65567082,926.35,4713.98
"L 98-59 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.62700000,416.00,3415.00
"L 98-59 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.57000000,409.00,3412.00
"WASP-13 b","Transit","SuperWASP",17.12735200,1531.00,5826.00
"WASP-14 b","Transit","SuperWASP",14.28920000,1690.00,6458.00
"HAT-P-12 b","Transit","HATNet",10.74900000,963.00,4650.00
"HAT-P-13 b","Transit","HATNet",16.66778300,1740.00,5653.00
"KOI-94 d","Transit","Kepler",9.99000000,785.00,6181.00
"TOI-6016 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.67495645,1890.00,6110.00
"Kepler-1455 b","Transit","Kepler",1.75000000,271.00,3899.00
"Kepler-875 b","Transit","Kepler",2.28000000,569.00,5783.00
"Kepler-382 b","Transit","Kepler",1.46000000,1019.00,5594.00
"Kepler-834 b","Transit","Kepler",1.35000000,378.00,3750.00
"Kepler-762 b","Transit","Kepler",13.01000000,1321.00,6302.00
"TOI-1775 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.04728896,707.89,5284.00
"TOI-2015 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.39000000,512.00,3194.00
"TOI-4145 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.30506009,1074.00,5281.00
"Kepler-18 c","Transit","Kepler",4.98000000,899.00,5356.00
"HATS-28 b","Transit","HATSouth",13.38354600,1253.00,5498.00
"Kepler-412 b","Transit","Kepler",11.20000000,1608.00,6119.00
"TOI-912 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.93000000,551.00,3572.00
"TOI-6383 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.41090000,660.00,3425.00
"Kepler-76 b","Orbital Brightness Modulation","Kepler",13.67000000,2013.00,6308.00
"TOI-5398 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.52000000,1242.00,6000.00
"TOI-1052 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.06298550,1006.99,5958.20
"TOI-5027 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.28180000,1035.00,5845.90
"HAT-P-40 b","Transit","HATNet",18.03115599,1648.99,6074.00
"HAT-P-32 b","Transit","HATNet",20.63649443,1676.16,6340.00
"WASP-140 b","Transit","SuperWASP-South",14.23540549,1270.00,5300.00
"HAT-P-16 b","Transit","HATNet",13.33868703,1567.00,6140.00
"TOI-5422 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.10169233,1369.00,5820.00
"WASP-79 b","Transit","SuperWASP",17.14977000,1716.20,6600.00
"HAT-P-8 b","Transit","HATNet",16.81000000,1700.00,6200.00
"Kepler-5 b","Transit","Kepler",16.04000000,1868.00,6297.00
"HAT-P-22 b","Transit","HATNet",12.10600000,1283.00,5302.00
"TOI-1685 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.45900000,1052.00,3461.00
"TOI-1685 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.42900000,1062.00,
"WASP-6 b","Transit","SuperWASP",13.78707000,1184.00,5375.00
"Kepler-74 b","Transit","Kepler",14.41000000,1155.00,6056.00
"KELT-14 b","Transit","KELT-South",17.21910000,1493.00,5720.00
"WASP-104 b","Transit","SuperWASP",12.62298499,1384.26,5306.00
"WASP-69 b","Transit","SuperWASP",11.21000000,971.00,4792.00
"WASP-140 b","Transit","SuperWASP-South",13.43674430,1200.78,5260.00
"KELT-16 b","Transit","KELT",15.50202031,2417.00,6237.00
"Kepler-17 b","Transit","Kepler",14.80000000,1561.00,5624.00
"Kepler-6 b","Transit","Kepler",13.41000000,1355.00,5640.00
"Kepler-6 b","Transit","Kepler",13.10332100,1451.00,5647.00
"Kepler-6 b","Transit","Kepler",14.83000000,1500.00,5647.00
"K2-19 b","Transit","K2",6.59307857,782.72,5322.00
"K2-19 c","Transit","K2",3.88000000,749.00,5350.00
"TrES-2 b","Transit","TrES",13.71981600,1498.00,5850.00
"TrES-2 b","Transit","TrES",13.77034053,1363.80,5854.00
"TrES-2 b","Transit","TrES",13.97762300,1470.00,5850.00
"TrES-2 b","Transit","TrES",14.40000000,1394.00,5814.00
"Kepler-25 c","Transit","Kepler",4.51000000,941.00,6270.00
"HATS-27 b","Transit","HATSouth",16.81350000,1659.00,6438.00
"KELT-3 b","Transit","KELT",15.07600000,1816.00,6306.00
"WASP-17 b","Transit","SuperWASP",22.31711900,1771.00,6650.00
"WASP-78 b","Transit","SuperWASP",18.78740193,2124.30,6291.00
"GJ 1132 b","Transit","Cerro Tololo Inter-American Observatory",1.21456642,545.71,3202.00
"WASP-97 b","Transit","SuperWASP",12.67000000,1555.00,5640.00
"HIP 9618 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.90000000,663.40,5609.00
"Kepler-12 b","Transit","Kepler",17.60000000,1314.00,6011.00
"Kepler-12 b","Transit","Kepler",19.66058600,1480.00,5947.00
"Kepler-5 b","Transit","Kepler",17.40000000,1733.00,6297.00
"Kepler-5 b","Transit","Kepler",15.28000000,1640.00,6290.00
"Kepler-5 b","Transit","Kepler",13.56289000,1692.00,6297.00
"WASP-18 b","Transit","SuperWASP",12.98002200,2392.00,6400.00
"KELT-7 b","Transit","KELT",17.80500000,1808.00,6767.90
"KELT-7 b","Transit","KELT",17.18339700,2048.00,6789.00
"KELT-11 b","Transit","KELT-South",15.13212395,1712.00,5375.00
"GJ 436 b","Radial Velocity","W. M. Keck Observatory",4.22240000,649.00,3350.00
"GJ 436 b","Radial Velocity","W. M. Keck Observatory",4.19104510,686.00,3350.00
"GJ 436 b","Radial Velocity","W. M. Keck Observatory",4.09128500,669.00,3500.00
"HATS-31 b","Transit","HATSouth",14.33267511,1617.93,6113.00
"Kepler-210 b","Transit","Kepler",2.24000000,734.00,3914.00
"Kepler-63 b","Transit","Kepler",6.37340641,799.45,5450.40
"WASP-17 b","Transit","SuperWASP",21.23150000,1670.00,6650.00
"WASP-17 b","Transit","SuperWASP",21.18501000,1740.00,6548.00
"WASP-28 b","Transit","SuperWASP",14.26320000,1430.00,6134.00
"WASP-28 b","Transit","SuperWASP",13.59700000,1468.00,6150.00
"HAT-P-15 b","Transit","HATNet",9.57313647,762.19,5663.55
"WASP-36 b","Transit","SuperWASP",14.35872900,1724.00,5880.00
"HAT-P-18 b","Transit","HATNet",10.61492300,841.00,4870.00
"KOI-13 b","Transit","Kepler",16.94800800,2550.00,7650.00
"KOI-13 b","Transit","Kepler",25.80000000,3560.00,9107.00
"KOI-13 b","Transit","Kepler",21.42000000,3559.00,9107.00
"K2-34 b","Transit","K2",13.75000000,1687.00,6168.00
"TOI-1743 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.83000000,485.00,3277.00
"HAT-P-2 b","Transit","HATNet",12.30000000,1700.00,6300.00
"TOI-5799 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.98813928,487.30,3521.00
"HD 149026 b","Radial Velocity","Subaru Telescope",6.83749000,1626.00,6147.00
"TOI-7510 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",7.31000000,878.00,5720.00
"TOI-7166 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.10045494,264.58,3166.00
"TOI-2094 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.71512709,297.70,3457.00
"TrES-3 b","Transit","TrES",14.70620800,1623.00,5650.00
"WASP-4 b","Transit","SuperWASP",15.36753900,1662.00,5500.00
"EPIC 220674823 b","Transit","K2",1.82000000,2063.00,5496.00
"EPIC 220674823 c","Transit","K2",2.77000000,722.00,5496.00
"CoRoT-2 b","Transit","CoRoT",15.84952600,1535.00,5625.00
"Kepler-51 b","Transit","Kepler",7.10000000,543.00,6018.00
"Kepler-51 d","Transit","Kepler",9.70000000,381.00,6018.00
"Kepler-51 c","Transit","Kepler",9.00000000,439.00,6018.00
"HR 8799 b","Imaging","Gemini Observatory",6.72540000,1200.00,7204.58
"HR 8799 c","Imaging","Gemini Observatory",11.20900000,1200.00,7204.58
"HR 8799 d","Imaging","W. M. Keck Observatory",10.08810000,1300.00,7204.58
"HR 8799 e","Imaging","W. M. Keck Observatory",10.08810000,1300.00,7204.58
"K2-111 b","Transit","K2",1.90000000,1309.00,5730.00
"EPIC 220674823 b","Transit","K2",1.52000000,2333.00,5470.00
"EPIC 220674823 c","Transit","K2",2.50000000,774.00,5470.00
"K2-263 b","Transit","K2",2.41000000,470.00,5368.00
"K2-222 b","Transit","K2",2.39000000,801.00,6058.00
"EPIC 220674823 b","Transit","K2",1.82000000,2119.00,5617.00
"EPIC 220674823 c","Transit","K2",2.73000000,741.00,5617.00
"LHS 3844 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.30300000,805.00,3036.00
"HR 8799 e","Imaging","W. M. Keck Observatory",13.11453000,1150.00,7400.00
"Kepler-51 b","Transit","Kepler",7.30000000,514.00,6018.00
"Kepler-51 d","Transit","Kepler",10.00000000,361.00,6018.00
"Kepler-51 c","Transit","Kepler",5.90000000,415.00,6018.00
"Kepler-51 b","Transit","Kepler",7.88000000,523.00,6046.00
"Kepler-51 d","Transit","Kepler",10.74000000,367.00,6046.00
"Kepler-51 c","Transit","Kepler",6.10000000,423.00,6046.00
"Kepler-51 b","Transit","Kepler",7.88000000,523.00,6046.00
"Kepler-51 d","Transit","Kepler",10.74000000,367.00,6046.00
"Kepler-51 c","Transit","Kepler",6.10000000,423.00,6046.00
"Kepler-51 b","Transit","Kepler",7.88000000,523.00,6046.00
"Kepler-51 d","Transit","Kepler",10.74000000,367.00,6046.00
"Kepler-51 c","Transit","Kepler",6.10000000,423.00,6046.00
"LP 791-18 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.12000000,650.00,2960.00
"LP 791-18 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.31000000,370.00,2960.00
"LHS 3844 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.35602306,723.37,3043.00
"LP 791-18 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.98584360,312.06,2940.00
"TOI-1333 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",15.21050000,1609.00,6696.00
"LP 791-18 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.19263921,542.83,2940.00
"TOI-1333 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",15.64776400,1679.00,6274.00
"WASP-15 b","Transit","SuperWASP",14.93713100,1512.78,6300.00
"TrES-3 b","Transit","TrES",14.68379000,1638.00,5650.00
"XO-3 b","Transit","XO",16.40910000,1626.00,6673.00
"TrES-3 b","Transit","TrES",16.75888299,1443.29,5489.00
"WASP-4 b","Transit","SuperWASP",14.90797000,1664.00,5436.00
"WASP-5 b","Transit","SuperWASP",13.04727600,1732.00,5700.00
"WASP-33 b","Transit","SuperWASP",18.21793114,2510.79,7398.50
"LP 791-18 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.21200000,564.30,2960.00
"LP 791-18 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.43800000,324.40,2960.00
"LP 791-18 d","Transit","Spitzer Space Telescope",1.03200000,395.50,2960.00
"Kepler-51 b","Transit","Kepler",7.65000000,523.00,6046.00
"Kepler-51 d","Transit","Kepler",10.44000000,367.00,6046.00
"Kepler-51 c","Transit","Kepler",6.34000000,423.00,6046.00
"TOI-1634 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.79000000,924.00,3550.00
"TOI-1634 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.74900000,920.00,3472.00
"TOI-1634 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.83038541,848.01,3455.00
"K2-222 b","Transit","K2",2.53826377,779.17,6101.00
"K2-79 b","Transit","K2",4.09000000,1022.00,5897.00
"EPIC 220674823 b","Transit","K2",1.72500000,2300.00,5532.00
"EPIC 220674823 c","Transit","K2",2.83600000,805.00,5532.00
"K2-111 b","Transit","K2",1.82000000,1309.00,5775.00
"K2-222 b","Transit","K2",2.35000000,871.00,5942.00
"K2-263 b","Transit","K2",2.41000000,470.00,5368.00
"K2-79 b","Transit","K2",4.60346552,699.16,5294.00
"EPIC 220674823 b","Transit","K2",1.67600000,2299.00,5578.00
"EPIC 220674823 c","Transit","K2",2.84000000,804.00,5578.00
"K2-111 b","Transit","K2",1.18400000,1019.00,5832.00
"K2-79 b","Transit","K2",3.99000000,925.00,5853.00
"EPIC 220674823 b","Transit","K2",1.87000000,2115.00,5496.00
"EPIC 220674823 c","Transit","K2",3.01000000,740.00,5496.00
"K2-222 b","Transit","K2",2.41000000,801.00,5961.00
"K2-79 b","Transit","K2",4.09000000,1021.00,5897.00
"K2-222 b","Transit","K2",2.35000000,878.00,5942.00
"LHS 3844 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.28600000,816.00,3080.00
"K2-79 b","Transit","K2",4.15000000,1033.00,5897.00
"EPIC 220674823 b","Transit","K2",1.60600000,2324.00,5578.00
"EPIC 220674823 c","Transit","K2",2.71200000,838.00,5578.00
"K2-111 b","Transit","K2",1.83700000,1293.00,5775.00
"K2-222 b","Transit","K2",2.27500000,803.00,5942.00
"K2-263 b","Transit","K2",2.51300000,482.00,5368.00
"TOI-1634 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.75900000,900.00,3550.00
"WASP-19 b","Transit","SuperWASP",15.53600000,2050.00,
"WASP-4 b","Transit","SuperWASP",15.28907600,1673.00,5540.00
"WASP-4 b","Transit","SuperWASP",14.85426020,1497.55,5436.00
"WASP-5 b","Transit","SuperWASP",12.96216425,1602.75,5700.00
"WASP-6 b","Transit","SuperWASP",12.54284940,1167.00,5438.00
"WASP-7 b","Transit","SuperWASP",13.08890000,1386.00,6562.00
"WASP-79 b","Transit","SuperWASP",17.14974047,1716.20,6600.00
"WASP-77 A b","Transit","SuperWASP",13.50000000,1650.00,5500.00
"AU Mic b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.02692583,754.62,3588.00
"WASP-96 b","Transit","SuperWASP",13.45000000,1285.00,5540.00
"WASP-101 b","Transit","SuperWASP",15.85259012,1465.19,6400.00
"TOI-5720 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.39321904,691.29,3421.00
"K2-155 c","Transit","K2",2.20988390,450.75,3893.47
"Kepler-920 b","Transit","Kepler",2.57000000,902.00,5638.00
"Kepler-204 b","Transit","Kepler",2.23000000,806.00,6095.00
"Kepler-93 b","Transit","Kepler",1.47800000,1037.00,5655.00
"WASP-69 b","Transit","SuperWASP",12.26589028,934.92,4746.00
"KELT-11 b","Transit","KELT-South",15.35633000,1712.00,5370.00
"TOI-1685 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.92004070,964.70,3457.00
"MASCARA-1 b","Transit","Multiple Observatories",17.90074218,2594.30,7490.00
"Ross 176 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.84000000,682.00,4041.00
"TOI-7510 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.31985446,593.78,5586.00
"TOI-1811 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.14172682,962.20,4766.00
"WASP-18 b","Transit","SuperWASP",13.03606700,2413.00,6455.00
"KELT-2 A b","Transit","KELT",15.03680000,2080.00,6327.00
"GJ 1132 b","Transit","Cerro Tololo Inter-American Observatory",1.19151465,583.80,3229.00
"GJ 1132 b","Transit","Cerro Tololo Inter-American Observatory",1.13000000,529.00,3270.00
"TrES-1 b","Transit","TrES",11.96000000,1140.00,5230.00
"TrES-1 b","Transit","TrES",12.75298917,1077.41,5242.82
"Kepler-7 b","Transit","Kepler",17.29000000,1499.00,6027.00
"HD 17156 b","Radial Velocity","Subaru Telescope",11.93758500,883.00,6079.00
"K2-114 b","Transit","K2",10.59248676,701.40,4899.00
"K2-212 b","Transit","K2",2.82375991,552.14,4147.00
"TOI-2876 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.63972340,929.00,5271.00
"Kepler-847 b","Transit","Kepler",1.18000000,1054.00,4798.00
"Kepler-1841 b","Transit","Kepler",1.78000000,576.00,5495.00
"Kepler-411 c","Transit","Kepler",3.37000000,715.00,4987.00
"Kepler-75 b","Transit","Kepler",11.02000000,770.00,5332.00
"TOI-561 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.45661206,2134.77,5342.00
"K2-32 b","Transit","K2",5.03800000,761.00,5274.00
"TOI-172 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.81668500,1198.00,5645.00
"Kepler-44 b","Transit","Kepler",12.82971612,1493.28,5757.00
"WASP-76 b","Transit","SuperWASP",20.78145022,2228.00,6329.00
"Kepler-856 b","Transit","Kepler",8.89000000,825.00,5569.00
"K2-266 b","Transit","K2",3.30000000,1515.00,4285.00
"TOI-1224 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.10238538,492.72,3442.00
"TOI-6420 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.65730000,895.00,5994.00
"Kepler-309 c","Transit","Kepler",2.09000000,203.00,3880.00
"NGTS-18 b","Transit","Next-Generation Transit Survey (NGTS)",13.64534276,1461.20,5726.00
"TOI-421 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.79096167,625.19,5718.00
"HAT-P-11 b","Transit","HATNet",5.29152000,810.00,4757.30
"HATS-65 b","Transit","HATSouth",15.77478872,1499.13,6297.00
"KOI-217 b","Transit","Kepler",14.54994306,1061.59,5381.00
"WASP-170 b","Transit","SuperWASP-South",13.44870000,1178.00,5515.00
"TOI-677 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.02030000,690.00,6446.00
"Kepler-724 b","Transit","Kepler",3.94000000,1155.00,5609.00
"TOI-561 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.90000000,860.00,5326.00
"K2-188 c","Transit","K2",2.70889000,1085.00,5906.90
"HD 86226 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.12827000,1405.00,5903.00
"Kepler-102 e","Transit","Kepler",2.48000000,546.00,4900.00
"TOI-4465 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.62000000,941.00,5557.00
"Kepler-430 c","Transit","Kepler",1.48000000,423.00,5831.00
"TOI-1685 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.70000000,1069.00,3434.00
"K2-19 b","Transit","K2",7.74000000,854.00,5430.00
"TOI-1135 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.06883000,1106.00,5962.70
"K2-19 d","Transit","K2",1.11000000,1142.00,5322.00
"NGTS-30 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.40193409,500.00,5455.00
"WASP-184 b","Transit","WASP-South",14.82900000,1416.00,6116.00
"TOI-1803 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.21693000,576.00,4868.61
"Kepler-37 c","Transit","Kepler",0.72000000,564.00,5437.00
"TOI-451 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.84000000,1474.00,5490.00
"TOI-2411 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.74890881,1586.29,4099.00
"TOI-451 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.07000000,722.00,5550.00
"Kepler-1514 c","Transit","Kepler",1.17582410,1066.00,6145.00
"Kepler-93 b","Transit","Kepler",1.56000000,1028.00,5648.00
"WASP-155 b","Transit","SuperWASP",13.41850000,1522.00,5660.50
"K2-32 b","Transit","K2",5.13000000,817.00,5275.00
"Kepler-880 c","Transit","Kepler",1.53000000,1090.00,6915.00
"Kepler-394 d","Transit","Kepler",1.50000000,1197.00,6426.00
"Kepler-169 e","Transit","Kepler",2.75000000,678.00,5173.00
"Kepler-132 d","Transit","Kepler",1.41000000,738.00,5921.00
"Kepler-1259 b","Transit","Kepler",1.60000000,1681.00,5172.00
"Kepler-23 d","Transit","Kepler",2.28000000,910.00,5828.00
"HD 63433 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.28817110,885.91,5694.11
"HIP 41378 c","Transit","K2",2.72700000,757.00,6320.00
"TOI-3523 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",15.97279750,1984.00,6450.00
"NGTS-6 b","Transit","Next-Generation Transit Survey (NGTS)",14.86313400,1283.90,4730.00
"TOI-3629 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.29464572,711.00,3865.00
"WASP-12 b","Transit","SuperWASP",19.39157000,2510.00,6154.00
"WASP-12 b","Transit","SuperWASP",21.29710000,2580.00,6360.00
"WASP-19 b","Transit","SuperWASP",15.63655500,2067.00,5440.00
"WASP-114 b","Transit","SuperWASP-North",14.50617801,1884.12,5887.35
"PDS 70 c","Imaging","European Southern Observatory",22.86636000,995.00,3972.00
"TOI-451 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.91000000,1491.00,5550.00
"TOI-5716 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.01767433,346.57,3331.00
"TOI-451 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.93000000,865.00,5490.00
"TOI-1468 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.06400000,337.50,3496.00
"Kepler-495 c","Transit","Kepler",0.80000000,822.00,5332.00
"Kepler-1765 b","Transit","Kepler",2.82000000,855.00,5692.00
"WASP-148 b","Transit","SuperWASP-North",8.09289800,940.00,5460.00
"Kepler-493 b","Transit","Kepler",11.30000000,1346.00,6215.00
"Kepler-450 b","Transit","Kepler",5.93000000,767.00,6215.00
"HAT-P-29 b","Transit","HATNet",11.64707573,1164.22,6086.00
"Kepler-102 c","Transit","Kepler",0.58000000,723.00,4812.00
"NGTS-13 b","Transit","Next-Generation Transit Survey (NGTS)",9.06392000,1584.00,5848.80
"TOI-1937 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.97759893,2097.00,5814.00
"TOI-1107 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.57167491,1728.00,6311.00
"WASP-105 b","Transit","SuperWASP-South",15.09530000,916.21,5070.00
"WASP-53 b","Transit","Multiple Facilities",12.43162281,1005.60,4953.00
"CoRoT-20 b","Transit","CoRoT",11.20900000,1024.00,
"WASP-82 b","Transit","SuperWASP",19.17000000,2200.00,6480.00
"TOI-1259 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.45557828,963.00,4775.00
"Kepler-1131 b","Transit","Kepler",1.44000000,1189.00,5957.00
"Kepler-836 b","Transit","Kepler",2.68000000,871.00,6244.00
"Kepler-1795 b","Transit","Kepler",1.91000000,525.00,4491.00
"TOI-2196 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.51000000,1860.00,5634.00
"HAT-P-56 b","Transit","HATNet",16.43239400,1840.00,6566.00
"TOI-1288 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.94551000,1639.00,6180.00
"TOI-2981 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.39720000,1353.00,6055.00
"TOI-2120 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.63461243,354.60,3179.00
"Kepler-76 b","Orbital Brightness Modulation","Kepler",13.67000000,2013.00,6308.00
"Kepler-718 b","Transit","Kepler",11.50000000,1440.00,5875.00
"HATS-34 b","Transit","HATSouth",16.02887000,1445.00,5380.00
"Kepler-240 c","Transit","Kepler",2.25000000,696.00,4768.00
"WASP-162 b","Transit","SuperWASP-South",11.20900000,910.00,5300.00
"TOI-470 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.34000000,660.00,5190.00
"Kepler-102 d","Transit","Kepler",1.40000000,638.00,4812.00
"Kepler-8 b","Transit","Kepler",15.90600000,1764.00,6213.00
"Kepler-731 b","Transit","Kepler",13.75000000,1211.00,6028.00
"TOI-2236 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.36991326,1688.00,6248.00
"TOI-833 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.38903099,1033.92,3965.00
"TOI-2000 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.14000000,1038.00,5611.00
"Kepler-726 b","Transit","Kepler",2.60000000,543.00,5481.00
"K2-97 b","Transit","K2",13.45077684,1566.00,4673.00
"Kepler-102 e","Transit","Kepler",2.17000000,590.00,4909.00
"K2-403 b","Transit","K2",9.88421000,949.00,5468.00
"NGTS-14 A b","Transit","Next-Generation Transit Survey (NGTS)",4.97679600,1143.00,5187.00
"KPS-1 b","Transit","Acton Sky Portal Observatory",11.54527000,1459.00,5165.00
"Kepler-1061 b","Transit","Kepler",1.69000000,1332.00,5919.00
"TOI-1136 f","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.71349000,631.00,5729.00
"Kepler-273 c","Transit","Kepler",2.00000000,865.00,5359.00
"Kepler-74 b","Transit","Kepler",14.31000000,1155.00,6056.00
"HATS-57 b","Transit","HATSouth",12.80100000,1361.00,5593.00
"WASP-136 b","Transit","SuperWASP",16.81347105,1630.00,
"HD 25463 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.50000000,1707.00,6220.00
"HATS-8 b","Transit","HATSouth",9.85256849,1212.51,5553.00
"TOI-5126 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.74000000,1442.00,6150.00
"TOI-1411 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.19880592,976.40,4115.00
"Kepler-522 b","Transit","Kepler",5.19000000,655.00,6285.00
"TOI-2184 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.41760283,1676.05,5731.80
"WASP-154 b","Transit","SuperWASP",10.76062147,994.00,4774.00
"TOI-1860 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.31000000,1885.00,5752.00
"K2-138 d","Transit","K2",2.46000000,888.00,5283.00
"TOI-4214 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.15400000,1352.00,5936.50
"Kepler-1966 b","Transit","Kepler",0.80000000,668.00,5013.00
"KOI-1599.02","Transit","Kepler",22.29000000,755.00,5823.00
"Kepler-331 b","Transit","Kepler",2.10000000,570.00,4496.00
"Kepler-1366 b","Transit","Kepler",1.27000000,783.00,3941.00
"Kepler-1712 b","Transit","Kepler",1.91000000,391.00,3732.00
"Kepler-481 b","Transit","Kepler",2.89000000,946.00,5692.00
"Kepler-276 c","Transit","Kepler",3.70000000,563.00,5779.00
"Kepler-1860 b","Transit","Kepler",0.88000000,693.00,5603.00
"Kepler-1516 b","Transit","Kepler",1.61000000,967.00,5914.00
"Kepler-145 b","Transit","Kepler",2.20000000,886.00,6144.00
"Kepler-1889 b","Transit","Kepler",2.59000000,494.00,5641.00
"Kepler-167 c","Transit","Kepler",1.76000000,755.00,4978.00
"Kepler-238 d","Transit","Kepler",2.15000000,759.00,5858.00
"Kepler-549 b","Transit","Kepler",2.98000000,487.00,5312.00
"KOI-1783.01","Transit","Kepler",8.50000000,382.00,6235.00
"Kepler-337 c","Transit","Kepler",2.00000000,1046.00,5900.00
"Kepler-665 b","Transit","Kepler",2.86000000,593.00,5015.00
"Kepler-235 b","Transit","Kepler",2.06000000,638.00,3887.00
