pl_name,discoverymethod,disc_facility,pl_rade,pl_eqt,st_teff
"Kepler-1632 b","Transit","Kepler",1.66000000,232.00,6070.00
"Kepler-87 b","Transit","Kepler",9.51000000,444.00,5991.00
"Kepler-245 d","Transit","Kepler",3.03000000,445.00,5103.00
"Kepler-290 b","Transit","Kepler",2.22000000,575.00,5115.00
"Kepler-1993 b","Transit","Kepler",4.15000000,903.00,5159.00
"Kepler-257 d","Transit","Kepler",5.67000000,568.00,5188.00
"Kepler-26 e","Transit","Kepler",2.11000000,273.00,3887.00
"Kepler-899 b","Transit","Kepler",2.57000000,640.00,5767.00
"Kepler-766 b","Transit","Kepler",2.80000000,990.00,5957.00
"Kepler-1759 b","Transit","Kepler",1.03000000,954.00,5017.00
"Kepler-1599 b","Transit","Kepler",1.83000000,408.00,6003.00
"KIC 9663113 b","Transit","Kepler",3.78000000,232.00,6065.00
"Kepler-167 b","Transit","Kepler",1.71000000,899.00,4978.00
"Kepler-1288 b","Transit","Kepler",1.31000000,1413.00,6030.00
"Kepler-204 b","Transit","Kepler",2.23000000,806.00,6095.00
"Kepler-236 b","Transit","Kepler",1.96000000,504.00,4055.00
"Kepler-404 c","Transit","Kepler",1.63000000,678.00,5653.00
"Kepler-112 b","Transit","Kepler",2.28000000,809.00,5551.00
"Kepler-593 b","Transit","Kepler",2.60000000,706.00,6191.00
"Kepler-219 d","Transit","Kepler",2.56000000,565.00,5778.00
"Kepler-171 c","Transit","Kepler",2.80000000,727.00,5632.00
"Kepler-1402 b","Transit","Kepler",1.60000000,1789.00,5282.00
"Kepler-1022 b","Transit","Kepler",2.02000000,512.00,4379.00
"Kepler-24 c","Transit","Kepler",2.90000000,870.00,6043.00
"Kepler-157 d","Transit","Kepler",1.32000000,949.00,5988.00
"Kepler-1992 b","Transit","Kepler",0.91000000,693.00,5466.00
"Kepler-969 b","Transit","Kepler",2.35000000,522.00,5346.00
"Kepler-236 b","Transit","Kepler",1.82000000,469.00,3747.00
"Kepler-832 b","Transit","Kepler",2.33000000,965.00,6014.00
"Kepler-918 b","Transit","Kepler",1.44000000,1102.00,6061.00
"Kepler-1028 b","Transit","Kepler",1.31000000,1223.00,5679.00
"Kepler-827 b","Transit","Kepler",8.49000000,574.00,5671.00
"Kepler-1380 b","Transit","Kepler",1.27000000,786.00,5708.00
"Kepler-1747 b","Transit","Kepler",3.20000000,821.00,5363.00
"Kepler-1046 b","Transit","Kepler",1.61000000,776.00,6063.00
"Kepler-1243 b","Transit","Kepler",1.64000000,685.00,5772.00
"Kepler-380 c","Transit","Kepler",1.62000000,1124.00,6190.00
"Kepler-977 b","Transit","Kepler",2.76000000,544.00,5329.00
"Kepler-138 c","Transit","Kepler",1.58000000,398.00,3841.00
"Kepler-1800 b","Transit","Kepler",2.82000000,1533.00,5343.00
"Kepler-826 b","Transit","Kepler",0.89000000,1043.00,5977.00
"Kepler-344 c","Transit","Kepler",3.19000000,360.00,5774.00
"Kepler-770 b","Transit","Kepler",1.93000000,585.00,5513.00
"Kepler-130 d","Transit","Kepler",1.37000000,448.00,5884.00
"Kepler-1668 b","Transit","Kepler",4.47000000,721.00,5900.00
"Kepler-1877 b","Transit","Kepler",0.48000000,1227.00,5637.00
"Kepler-898 b","Transit","Kepler",1.38000000,603.00,4187.00
"Kepler-60 b","Transit","Kepler",1.97000000,1202.00,6200.00
"Kepler-200 c","Transit","Kepler",1.99000000,987.00,6053.00
"Kepler-251 d","Transit","Kepler",4.25000000,624.00,5883.00
"Kepler-253 d","Transit","Kepler",3.17000000,569.00,5216.00
"Kepler-620 b","Transit","Kepler",2.49000000,849.00,6253.00
"Kepler-526 b","Transit","Kepler",1.84000000,1103.00,5719.00
"Kepler-369 c","Transit","Kepler",1.32000000,339.00,3591.00
"Kepler-525 b","Transit","Kepler",3.54000000,803.00,5536.00
"Kepler-710 b","Transit","Kepler",2.36000000,1174.00,5754.00
"Kepler-118 b","Transit","Kepler",1.67000000,861.00,5275.00
"Kepler-1276 b","Transit","Kepler",1.09000000,909.00,6456.00
"Kepler-82 b","Transit","Kepler",3.91000000,562.00,5427.00
"Kepler-1666 b","Transit","Kepler",2.57000000,672.00,6297.00
"Kepler-110 c","Transit","Kepler",3.54000000,786.00,5887.00
"Kepler-32 d","Transit","Kepler",2.18000000,326.00,3727.00
"Kepler-144 c","Transit","Kepler",1.10000000,923.00,6363.00
"Kepler-1822 b","Transit","Kepler",1.76000000,507.00,5165.00
"Kepler-11 f","Transit","Kepler",2.74000000,513.00,5657.00
"Kepler-194 b","Transit","Kepler",1.48000000,1514.00,6085.00
"Kepler-328 c","Transit","Kepler",5.40000000,455.00,6134.00
"Kepler-764 b","Transit","Kepler",1.80000000,886.00,5804.00
"Kepler-1562 b","Transit","Kepler",4.72000000,570.00,6362.00
"K2-33 b","Transit","K2",5.76000000,850.00,3410.00
"Kepler-736 b","Transit","Kepler",2.90000000,1003.00,5335.00
"Kepler-1082 b","Transit","Kepler",0.80000000,1535.00,6081.00
"Kepler-225 b","Transit","Kepler",1.26000000,465.00,3682.00
"Kepler-1868 b","Transit","Kepler",3.69000000,212.00,4628.00
"Kepler-1403 b","Transit","Kepler",2.24000000,1251.00,6449.00
"Kepler-1969 b","Transit","Kepler",1.72000000,999.00,6046.00
"Kepler-305 c","Transit","Kepler",3.10000000,729.00,4918.00
"Kepler-103 b","Transit","Kepler",3.48600000,973.00,6009.00
"Kepler-1200 b","Transit","Kepler",1.01000000,1123.00,4450.00
"Kepler-357 b","Transit","Kepler",1.90000000,804.00,5033.00
"Kepler-758 b","Transit","Kepler",2.02000000,979.00,6678.00
"Kepler-1072 b","Transit","Kepler",1.35000000,1713.00,6292.00
"Kepler-743 b","Transit","Kepler",1.22000000,1097.00,5530.00
"Kepler-169 c","Transit","Kepler",1.37000000,776.00,5001.00
"Kepler-609 b","Transit","Kepler",2.60000000,932.00,5822.00
"Kepler-36 c","Transit","Kepler",3.54000000,926.00,5919.00
"Kepler-1728 b","Transit","Kepler",2.76000000,886.00,5170.00
"K2-331 b","Transit","K2",1.79000000,909.00,5994.00
"Kepler-308 c","Transit","Kepler",2.19000000,715.00,5896.00
"K2-338 b","Transit","K2",1.03000000,783.00,4558.00
"Kepler-1837 b","Transit","Kepler",1.43000000,1012.00,5966.00
"Kepler-327 d","Transit","Kepler",2.14000000,423.00,4042.00
"KOI-351 h","Transit","Kepler",10.89000000,294.00,5970.00
"Kepler-1266 c","Transit","Kepler",1.35000000,799.00,5085.00
"Kepler-394 c","Transit","Kepler",1.70000000,895.00,6392.00
"Kepler-1380 b","Transit","Kepler",1.80000000,774.00,5669.00
"Kepler-200 c","Transit","Kepler",1.99000000,987.00,6053.00
"Kepler-1016 c","Transit","Kepler",3.50000000,392.00,6060.00
"Kepler-283 b","Transit","Kepler",3.25000000,653.00,5189.00
"Kepler-121 b","Transit","Kepler",2.65000000,997.00,5303.00
"K2-233 d","Transit","K2",2.36300000,525.00,4796.00
"Kepler-563 b","Transit","Kepler",3.40000000,529.00,5129.00
"Kepler-913 c","Transit","Kepler",1.72000000,849.00,5412.00
"Kepler-937 c","Transit","Kepler",2.14000000,377.00,6127.00
"Kepler-772 b","Transit","Kepler",1.96000000,855.00,5721.00
"Kepler-991 b","Transit","Kepler",2.45000000,260.00,4316.00
"K2-226 b","Transit","K2",1.54000000,1120.00,5424.00
"K2-126 b","Transit","K2",1.97000000,601.00,4339.00
"Kepler-58 c","Transit","Kepler",2.93000000,799.00,6100.00
"Kepler-168 c","Transit","Kepler",2.79000000,870.00,6251.00
"Kepler-749 b","Transit","Kepler",2.10000000,454.00,4719.00
"Kepler-62 d","Transit","Kepler",1.96000000,501.00,4797.00
"Kepler-1284 b","Transit","Kepler",1.19000000,1703.00,5178.00
"Kepler-1305 b","Transit","Kepler",1.75000000,733.00,5853.00
"Kepler-1723 b","Transit","Kepler",2.80000000,568.00,6072.00
"Kepler-235 c","Transit","Kepler",1.22000000,478.00,3887.00
"Kepler-1555 b","Transit","Kepler",1.45000000,959.00,6201.00
"Kepler-821 b","Transit","Kepler",1.25000000,1194.00,5155.00
"Kepler-265 c","Transit","Kepler",2.41000000,760.00,6299.00
"Kepler-655 b","Transit","Kepler",2.48000000,574.00,6343.00
"Kepler-418 b","Transit","Kepler",9.70000000,447.00,6166.00
"Kepler-385 b","Transit","Kepler",2.94000000,951.00,6325.00
"Kepler-370 b","Transit","Kepler",1.30000000,1043.00,5845.00
"Kepler-745 b","Transit","Kepler",2.41000000,931.00,5782.00
"Kepler-176 e","Transit","Kepler",1.54000000,429.00,5229.00
"Kepler-383 b","Transit","Kepler",1.39000000,564.00,4710.00
"Kepler-266 b","Transit","Kepler",2.51000000,990.00,5888.00
"Kepler-501 b","Transit","Kepler",4.00000000,1094.00,6215.00
"Kepler-339 c","Transit","Kepler",1.39000000,914.00,5353.00
"Kepler-945 b","Transit","Kepler",2.79000000,609.00,6108.00
"Kepler-1739 b","Transit","Kepler",2.10000000,886.00,5810.00
"Kepler-1208 b","Transit","Kepler",2.42000000,665.00,5080.00
"Kepler-373 b","Transit","Kepler",1.38000000,962.00,5783.00
"Kepler-877 b","Transit","Kepler",1.90000000,604.00,5372.00
"Kepler-904 b","Transit","Kepler",1.35000000,1332.00,6201.00
"Kepler-83 d","Transit","Kepler",1.81000000,567.00,3893.00
"Kepler-192 b","Transit","Kepler",2.20000000,747.00,5543.00
"Kepler-1860 b","Transit","Kepler",0.89000000,715.00,5650.00
"Kepler-249 b","Transit","Kepler",0.91000000,554.00,3561.00
"Kepler-824 b","Transit","Kepler",1.84000000,1231.00,5940.00
"Kepler-1014 b","Transit","Kepler",2.03000000,614.00,5483.00
"Kepler-1067 c","Transit","Kepler",1.27000000,919.00,5597.00
"Kepler-390 b","Transit","Kepler",0.78000000,786.00,5168.00
"Kepler-1430 b","Transit","Kepler",1.03000000,969.00,4811.00
"Kepler-1643 b","Transit","Kepler",1.72000000,796.00,5094.00
"Kepler-1207 b","Transit","Kepler",1.60000000,775.00,6057.00
"Kepler-1722 b","Transit","Kepler",2.30000000,753.00,5506.00
"Kepler-227 b","Transit","Kepler",3.10000000,881.00,5850.00
"Kepler-212 b","Transit","Kepler",0.87000000,769.00,5914.00
"Kepler-1216 b","Transit","Kepler",1.46000000,1155.00,6063.00
"Kepler-1097 b","Transit","Kepler",3.12000000,267.00,5303.00
"Kepler-1096 b","Transit","Kepler",1.17000000,779.00,4286.00
"Kepler-261 b","Transit","Kepler",2.23000000,678.00,5203.00
"Kepler-1802 c","Transit","Kepler",2.05000000,357.00,4245.00
"Kepler-880 b","Transit","Kepler",2.15000000,1256.00,6915.00
"Kepler-32 e","Transit","Kepler",1.32000000,650.00,3727.00
"Kepler-1397 b","Transit","Kepler",1.58000000,509.00,5905.00
"Kepler-996 b","Transit","Kepler",1.83000000,1209.00,6101.00
"Kepler-240 b","Transit","Kepler",1.54000000,884.00,4988.00
"Kepler-220 e","Transit","Kepler",1.32000000,362.00,4709.00
"Kepler-163 c","Transit","Kepler",2.23000000,623.00,5772.00
"Kepler-60 c","Transit","Kepler",1.84000000,1023.00,5862.00
"Kepler-1792 b","Transit","Kepler",3.02000000,1047.00,5229.00
"Kepler-33 c","Transit","Kepler",2.68000000,1009.00,5900.00
"Kepler-292 f","Transit","Kepler",2.94000000,613.00,5513.00
"Kepler-997 b","Transit","Kepler",0.98000000,1508.00,6287.00
"Kepler-650 b","Transit","Kepler",3.49000000,1641.00,6042.00
"Kepler-511 c","Transit","Kepler",2.19000000,609.00,5780.00
"Kepler-283 b","Transit","Kepler",2.77000000,501.00,4327.00
"Kepler-1626 b","Transit","Kepler",1.24000000,1352.00,6535.00
"Kepler-112 b","Transit","Kepler",2.72000000,914.00,5763.00
"Kepler-1197 b","Transit","Kepler",1.13000000,998.00,4661.00
"Kepler-166 b","Transit","Kepler",2.39000000,780.00,5413.00
"Kepler-164 c","Transit","Kepler",2.69000000,950.00,6353.00
"Kepler-1883 b","Transit","Kepler",3.16000000,416.00,6208.00
"Kepler-36 c","Transit","Kepler",3.94000000,928.00,5911.00
"Kepler-198 d","Transit","Kepler",1.38000000,1539.00,5733.00
"Kepler-1801 c","Transit","Kepler",3.43000000,371.00,5738.00
"Kepler-1849 b","Transit","Kepler",2.13000000,355.00,4806.00
"Kepler-1403 b","Transit","Kepler",2.10000000,1171.00,6337.00
"Kepler-360 c","Transit","Kepler",2.19000000,860.00,5463.00
"Kepler-1028 b","Transit","Kepler",1.49000000,1218.00,5659.00
"Kepler-1097 b","Transit","Kepler",3.12000000,267.00,5303.00
"Kepler-501 b","Transit","Kepler",4.11000000,1085.00,6217.00
"Kepler-283 b","Transit","Kepler",3.25000000,653.00,5189.00
"Kepler-1482 b","Transit","Kepler",0.83000000,642.00,5356.00
"Kepler-1156 b","Transit","Kepler",1.48000000,809.00,6056.00
"Kepler-79 c","Transit","Kepler",2.96000000,671.00,6388.00
"Kepler-1440 b","Transit","Kepler",1.31000000,570.00,5900.00
"Kepler-1879 b","Transit","Kepler",2.00000000,988.00,6194.00
"Kepler-1350 b","Transit","Kepler",1.93000000,535.00,3698.00
"Kepler-498 b","Transit","Kepler",3.46000000,931.00,5997.00
"Kepler-443 b","Transit","Kepler",2.20000000,246.00,4907.00
"Kepler-975 c","Transit","Kepler",21.00000000,758.00,4765.00
"Kepler-290 d","Transit","Kepler",0.89000000,1596.00,5153.00
"Kepler-1958 b","Transit","Kepler",1.65000000,801.00,5733.00
"Kepler-123 c","Transit","Kepler",1.41000000,666.00,6274.00
"Kepler-20 c","Transit","Kepler",3.07000000,713.00,5455.00
"Kepler-343 c","Transit","Kepler",1.53000000,689.00,6122.00
"Kepler-166 d","Transit","Kepler",1.70000000,1336.00,5432.00
"Kepler-279 c","Transit","Kepler",3.57000000,660.00,6781.00
"Kepler-766 b","Transit","Kepler",2.80000000,990.00,5957.00
"Kepler-180 c","Transit","Kepler",2.69000000,540.00,5735.00
"Kepler-869 b","Transit","Kepler",3.25000000,496.00,5812.00
"Kepler-641 b","Transit","Kepler",1.77000000,896.00,5754.00
"Kepler-665 b","Transit","Kepler",3.10000000,593.00,5015.00
"Kepler-223 b","Transit","Kepler",1.80000000,961.00,5825.00
"Kepler-760 b","Transit","Kepler",4.20000000,863.00,5221.00
"Kepler-869 b","Transit","Kepler",3.10000000,503.00,5831.00
"Kepler-1140 b","Transit","Kepler",2.93000000,500.00,4973.00
"Kepler-445 b","Transit","Kepler",1.41000000,426.00,3327.00
"Kepler-1772 b","Transit","Kepler",2.69000000,1779.00,5779.00
"Kepler-1548 b","Transit","Kepler",2.31000000,342.00,5835.00
"Kepler-1849 b","Transit","Kepler",1.95000000,355.00,4806.00
"Kepler-1293 b","Transit","Kepler",0.95000000,1222.00,6540.00
"Kepler-615 b","Transit","Kepler",1.36000000,534.00,4523.00
"Kepler-181 b","Transit","Kepler",1.42000000,1016.00,5325.00
"Kepler-573 b","Transit","Kepler",2.06000000,583.00,5843.00
"K2-36 c","Transit","K2",3.20000000,854.00,4916.00
"Kepler-547 b","Transit","Kepler",4.02000000,768.00,4882.00
"Kepler-1888 b","Transit","Kepler",1.13000000,1011.00,5675.00
"Kepler-393 c","Transit","Kepler",1.40000000,1052.00,6735.00
"Kepler-1187 b","Transit","Kepler",2.33000000,701.00,6103.00
"Kepler-299 c","Transit","Kepler",1.89000000,922.00,5885.00
"Kepler-1825 b","Transit","Kepler",1.34000000,1406.00,5006.00
"Kepler-532 b","Transit","Kepler",2.62000000,642.00,5088.00
"Kepler-205 b","Transit","Kepler",1.37000000,757.00,4121.00
"Kepler-9 b","Transit","Kepler",8.28000000,678.00,5777.00
"Kepler-1513 b","Transit","Kepler",9.16000000,346.00,5650.00
"Kepler-1229 b","Transit","Kepler",1.68000000,196.00,3576.00
"Kepler-1426 b","Transit","Kepler",1.83000000,778.00,6111.00
"Kepler-1091 b","Transit","Kepler",1.09000000,1426.00,5672.00
"K2-223 c","Transit","K2",1.57000000,1091.00,5835.00
"Kepler-1553 b","Transit","Kepler",1.10000000,926.00,5072.00
"Kepler-183 b","Transit","Kepler",2.00000000,971.00,5835.00
"Kepler-133 c","Transit","Kepler",2.73000000,644.00,5600.00
"Kepler-1180 b","Transit","Kepler",1.67000000,765.00,6205.00
"Kepler-1347 b","Transit","Kepler",0.98000000,617.00,5153.00
"Kepler-359 c","Transit","Kepler",5.15000000,507.00,6210.00
"Kepler-211 b","Transit","Kepler",2.49000000,1301.00,5244.00
"Kepler-1180 b","Transit","Kepler",1.77000000,780.00,6264.00
"K2-229 c","Transit","K2",2.04000000,727.00,5163.00
"KOI-3503 b","Transit","Kepler",0.77000000,674.00,6338.00
"Kepler-1004 b","Transit","Kepler",7.09000000,1662.00,4992.00
"Kepler-1047 c","Transit","Kepler",0.79000000,1219.00,5798.00
"Kepler-243 b","Transit","Kepler",2.48000000,842.00,5228.00
"Kepler-143 b","Transit","Kepler",1.82000000,767.00,6010.00
"Kepler-1572 b","Transit","Kepler",1.33000000,1293.00,6157.00
"Kepler-1672 b","Transit","Kepler",3.50000000,425.00,6222.00
"Kepler-1129 c","Transit","Kepler",3.73000000,503.00,5596.00
"Kepler-955 b","Transit","Kepler",3.11000000,664.00,5345.00
"Kepler-338 d","Transit","Kepler",2.46000000,634.00,5897.00
"Kepler-176 c","Transit","Kepler",2.58000000,633.00,4963.00
"Kepler-1889 b","Transit","Kepler",2.31000000,493.00,5646.00
"Kepler-385 c","Transit","Kepler",3.12000000,829.00,6325.00
"Kepler-1245 b","Transit","Kepler",1.56000000,1043.00,5455.00
"Kepler-184 c","Transit","Kepler",2.40000000,639.00,5817.00
"Kepler-1292 b","Transit","Kepler",1.80000000,1090.00,5574.00
"Kepler-1940 b","Transit","Kepler",1.28000000,885.00,5431.00
"Kepler-1654 b","Transit","Kepler",9.18017100,206.00,5597.00
"Kepler-184 c","Transit","Kepler",2.04000000,634.00,5783.00
"Kepler-79 d","Transit","Kepler",5.70000000,542.00,6388.00
"Kepler-285 b","Transit","Kepler",1.38000000,1131.00,5114.00
"HD 88986 b","Radial Velocity","Haute-Provence Observatory",2.49000000,460.00,5861.00
"Kepler-140 b","Transit","Kepler",1.38000000,1301.00,5945.00
"Kepler-52 c","Transit","Kepler",1.81000000,392.00,3898.00
"Kepler-478 b","Transit","Kepler",2.86000000,667.00,5237.00
"Kepler-1672 b","Transit","Kepler",3.16000000,411.00,6192.00
"Kepler-1988 b","Transit","Kepler",1.53000000,1105.00,6033.00
"Kepler-181 c","Transit","Kepler",2.29000000,918.00,5325.00
"Kepler-212 b","Transit","Kepler",0.87000000,769.00,5914.00
"Kepler-308 b","Transit","Kepler",2.23000000,833.00,5896.00
"Kepler-647 c","Transit","Kepler",2.70000000,630.00,5955.00
"Kepler-351 b","Transit","Kepler",2.74000000,497.00,5646.00
"Kepler-235 b","Transit","Kepler",2.18000000,635.00,3887.00
"Kepler-825 b","Transit","Kepler",1.41000000,1310.00,6290.00
"Kepler-1066 b","Transit","Kepler",2.55000000,1513.00,5642.00
"Kepler-33 e","Transit","Kepler",3.66000000,752.00,5900.00
"Kepler-958 b","Transit","Kepler",3.00000000,829.00,5506.00
"Kepler-1484 b","Transit","Kepler",2.30000000,624.00,6283.00
"Kepler-376 c","Transit","Kepler",1.72000000,804.00,5906.00
"Kepler-370 c","Transit","Kepler",2.04000000,647.00,5569.00
"Kepler-240 b","Transit","Kepler",1.28000000,823.00,4921.00
"Kepler-333 c","Transit","Kepler",1.16000000,386.00,4213.00
"Kepler-137 b","Transit","Kepler",1.66000000,756.00,5343.00
"Kepler-313 b","Transit","Kepler",1.97000000,787.00,5880.00
"Kepler-110 b","Transit","Kepler",3.01000000,990.00,5899.00
"Kepler-1342 b","Transit","Kepler",1.64000000,1282.00,5417.00
"Kepler-1750 b","Transit","Kepler",4.68000000,298.00,5644.00
"Kepler-418 c","Transit","Kepler",4.75000000,857.00,6177.00
"Kepler-1878 b","Transit","Kepler",1.96000000,1062.00,5918.00
"Kepler-272 b","Transit","Kepler",1.33000000,1117.00,5300.00
"Kepler-157 d","Transit","Kepler",1.32000000,949.00,5988.00
"Kepler-911 b","Transit","Kepler",2.41000000,931.00,6065.00
"Kepler-986 b","Transit","Kepler",2.30000000,437.00,5702.00
"Kepler-1133 b","Transit","Kepler",1.72000000,720.00,5627.00
"Kepler-554 b","Transit","Kepler",3.60000000,1209.00,5363.00
"Kepler-1720 b","Transit","Kepler",3.17000000,703.00,5582.00
"Kepler-804 b","Transit","Kepler",1.90000000,767.00,5775.00
"Kepler-203 c","Transit","Kepler",2.14000000,1034.00,5949.00
"Kepler-444 c","Transit","Kepler",0.39000000,799.00,5032.00
"Kepler-202 c","Transit","Kepler",2.04000000,531.00,4806.00
"Kepler-146 b","Transit","Kepler",3.23000000,640.00,6197.00
"Kepler-115 b","Transit","Kepler",0.99000000,1459.00,5977.00
"Kepler-1173 b","Transit","Kepler",0.93000000,1650.00,5173.00
"Kepler-374 d","Transit","Kepler",1.38000000,1085.00,6022.00
"Kepler-577 b","Transit","Kepler",1.70000000,314.00,3787.00
"Kepler-100 c","Transit","Kepler",2.28000000,946.00,5825.00
"Kepler-625 b","Transit","Kepler",2.51000000,1033.00,6125.00
"Kepler-794 b","Transit","Kepler",1.61000000,884.00,5993.00
"Kepler-1880 b","Transit","Kepler",1.43000000,605.00,4380.00
"Kepler-940 b","Transit","Kepler",3.44000000,486.00,6108.00
"Kepler-1865 b","Transit","Kepler",1.50000000,1199.00,5392.00
"Kepler-182 b","Transit","Kepler",2.66000000,935.00,6246.00
"Kepler-251 e","Transit","Kepler",3.89000000,419.00,5883.00
"Kepler-2000 c","Transit","Kepler",1.40000000,354.00,3769.00
"Kepler-886 b","Transit","Kepler",1.36000000,1098.00,6334.00
"Kepler-1266 b","Transit","Kepler",2.61000000,489.00,5274.00
"Kepler-1062 b","Transit","Kepler",1.64000000,583.00,4458.00
"Kepler-415 b","Transit Timing Variations","Kepler",1.15000000,714.00,4350.00
"Kepler-406 c","Transit","Kepler",0.76000000,1053.00,5697.00
"Kepler-1865 b","Transit","Kepler",1.56000000,1203.00,5420.00
"Kepler-812 b","Transit","Kepler",3.16000000,1228.00,7138.00
"Kepler-164 d","Transit","Kepler",2.46000000,687.00,6353.00
"Kepler-776 b","Transit","Kepler",1.38000000,904.00,5093.00
"Kepler-680 b","Transit","Kepler",1.96000000,1147.00,5880.00
"Kepler-1125 b","Transit","Kepler",1.58000000,646.00,5792.00
"Kepler-1023 b","Transit","Kepler",2.70000000,399.00,5434.00
"Kepler-545 b","Transit","Kepler",2.24000000,742.00,5894.00
"Kepler-1937 b","Transit","Kepler",3.18000000,1025.00,6450.00
"Kepler-656 c","Transit","Kepler",1.31000000,977.00,5546.00
"Kepler-208 e","Transit","Kepler",1.45000000,722.00,5845.00
"Kepler-351 b","Transit","Kepler",2.80000000,498.00,5629.00
"Kepler-810 b","Transit","Kepler",1.74000000,1105.00,5999.00
"Kepler-1012 b","Transit","Kepler",1.29000000,931.00,5451.00
"Kepler-324 e","Transit","Kepler",1.97000000,635.00,5191.00
"Kepler-562 b","Transit","Kepler",5.12000000,658.00,5815.00
"Kepler-79 c","Transit","Kepler",3.10000000,685.00,6405.00
"Kepler-537 b","Transit","Kepler",1.34000000,1176.00,5726.00
"Kepler-382 c","Transit","Kepler",1.68000000,771.00,5594.00
"Kepler-39 b","Transit","Kepler",13.68000000,905.00,6260.00
"Kepler-274 c","Transit","Kepler",1.95000000,594.00,6020.00
"Kepler-719 b","Transit","Kepler",6.96000000,998.00,5865.00
"Kepler-304 d","Transit","Kepler",3.25000000,709.00,4910.00
"Kepler-609 b","Transit","Kepler",2.54000000,932.00,5822.00
"Kepler-1599 b","Transit","Kepler",2.15000000,407.00,5998.00
"Kepler-751 b","Transit","Kepler",2.81000000,679.00,5568.00
"Kepler-402 b","Transit","Kepler",1.26000000,1393.00,6522.00
"Kepler-1608 b","Transit","Kepler",1.80000000,612.00,5364.00
"Kepler-1227 b","Transit","Kepler",2.16000000,393.00,5799.00
"Kepler-897 b","Transit","Kepler",1.95000000,854.00,5835.00
"Kepler-107 c","Transit","Kepler",1.71000000,1165.00,5949.00
"Kepler-798 b","Transit","Kepler",2.10000000,887.00,6428.00
"Kepler-1078 b","Transit","Kepler",1.61000000,1125.00,5674.00
"Kepler-1387 b","Transit","Kepler",0.93000000,1122.00,5017.00
"Kepler-57 b","Transit","Kepler",2.91000000,853.00,5324.00
"Kepler-1293 b","Transit","Kepler",0.90000000,1214.00,6528.00
"K2-269 b","Transit","K2",1.57000000,1429.00,6209.00
"Kepler-1968 b","Transit","Kepler",1.42000000,743.00,5009.00
"Kepler-313 c","Transit","Kepler",1.70000000,608.00,5900.00
"Kepler-111 b","Transit","Kepler",1.75000000,1311.00,5906.00
"Kepler-727 b","Transit","Kepler",2.20000000,957.00,5417.00
"Kepler-1734 b","Transit","Kepler",2.12000000,985.00,6061.00
"Kepler-283 b","Transit","Kepler",2.15000000,488.00,4141.00
"Kepler-1211 b","Transit","Kepler",2.69000000,840.00,6075.00
"Kepler-484 b","Transit","Kepler",2.28000000,782.00,5691.00
"Kepler-1673 b","Transit","Kepler",2.62000000,604.00,6184.00
"Kepler-391 c","Transit","Kepler",2.38000000,927.00,5267.00
"Kepler-664 b","Transit","Kepler",2.71000000,1407.00,6031.00
"Kepler-1235 b","Transit","Kepler",0.68000000,986.00,5492.00
"Kepler-272 c","Transit","Kepler",1.67000000,881.00,5300.00
"Kepler-445 b","Transit","Kepler",1.41000000,426.00,3327.00
"Kepler-1494 b","Transit","Kepler",3.34000000,415.00,5915.00
"Kepler-380 b","Transit","Kepler",1.07000000,1266.00,6043.00
"Kepler-712 b","Transit","Kepler",3.12000000,539.00,5330.00
"Kepler-1481 b","Transit","Kepler",1.27000000,798.00,4922.00
"Kepler-33 f","Transit","Kepler",4.14000000,691.00,5900.00
"Kepler-255 b","Transit","Kepler",1.55000000,923.00,5569.00
"Kepler-1048 b","Transit","Kepler",1.48000000,619.00,4461.00
"Kepler-80 f","Transit","Kepler",1.00000000,1054.00,4040.00
"Kepler-247 c","Transit","Kepler",4.34000000,690.00,5094.00
"Kepler-263 b","Transit","Kepler",2.66000000,592.00,5245.00
"Kepler-154 c","Transit","Kepler",3.05000000,454.00,5688.00
"Kepler-169 e","Transit","Kepler",2.75000000,678.00,5173.00
"Kepler-592 b","Transit","Kepler",2.14000000,1329.00,6107.00
"Kepler-1070 b","Transit","Kepler",1.79000000,1276.00,6616.00
"Kepler-184 d","Transit","Kepler",2.53000000,563.00,5783.00
"Kepler-1354 b","Transit","Kepler",2.48000000,463.00,6170.00
"Kepler-1342 b","Transit","Kepler",1.70000000,1283.00,5417.00
"Kepler-745 b","Transit","Kepler",1.85000000,806.00,5841.00
"Kepler-831 b","Transit","Kepler",1.37000000,992.00,5637.00
"Kepler-348 c","Transit","Kepler",1.07000000,824.00,6395.00
"Kepler-374 d","Transit","Kepler",1.29000000,1063.00,5975.00
"Kepler-335 b","Transit","Kepler",1.69000000,972.00,6003.00
"Kepler-464 b","Transit","Kepler",3.38000000,1167.00,5862.00
"Kepler-329 b","Transit","Kepler",1.36000000,522.00,4045.00
"Kepler-1442 b","Transit","Kepler",2.96000000,488.00,6499.00
"Kepler-120 b","Transit","Kepler",2.06000000,576.00,4096.00
"Kepler-895 b","Transit","Kepler",1.34000000,708.00,3940.00
"Kepler-228 b","Transit","Kepler",1.56000000,1360.00,6046.00
"Kepler-327 c","Transit","Kepler",1.24000000,544.00,3799.00
"Kepler-1497 b","Transit","Kepler",1.94000000,924.00,5596.00
"Kepler-1616 b","Transit","Kepler",1.21000000,1337.00,6547.00
"Kepler-1905 b","Transit","Kepler",1.13000000,1188.00,5959.00
